TSC Code,Sector,TSC_CCS Category,TSC_CCS Title,TSC_CCS Description,TSC_CCS Type,Latest Update Date
PRE-PMN-4007-1.1,Precision Engineering,Product Development,Manufacturing Process Design,Analyse the design of the product to identify potential manufacturing risks and problems for the reduction of manufacturing costs,tsc,2024-12-16
PRE-PMN-5008-1.1,Precision Engineering,Product Development,New Product Introduction,Support new production by validating build plan to achieve cost-effective production and assembly as well as meeting design specifications,tsc,2024-12-16
PRE-PMN-4008-1.1,Precision Engineering,Product Development,New Product Introduction,Support new production by validating build plan to achieve cost-effective production and assembly as well as meeting design specifications,tsc,2024-12-16
PRE-PMN-2008-1.1-1,Precision Engineering,Product Development,New Product Introduction,Support new production by validating build plan to achieve cost-effective production and assembly as well as meeting design specifications,tsc,2024-12-16
PRE-PMN-6008-1.1-1,Precision Engineering,Product Development,New Product Introduction,Support new production by validating build plan to achieve cost-effective production and assembly as well as meeting design specifications,tsc,2024-12-16
PRE-PMN-3008-1.1,Precision Engineering,Product Development,New Product Introduction,Support new production by validating build plan to achieve cost-effective production and assembly as well as meeting design specifications,tsc,2024-12-16
PRE-PMN-4010-1.1-1,Precision Engineering,Product Development,Research and Development,"Optimising manufacturing processes, material developments and development of new product lines",tsc,2024-12-16
PRE-PMN-5010-1.1,Precision Engineering,Product Development,Research and Development,"Optimising manufacturing processes, material developments and development of new product lines",tsc,2024-12-16
PRE-PMN-6010-1.1,Precision Engineering,Product Development,Research and Development,"Optimising manufacturing processes, material developments and development of new product lines",tsc,2024-12-16
PRE-OPR-4009-1.1,Precision Engineering,Production Management,Production Performance Management,Plan and manage resources to optimise production performance as well as manage production constraint and improve manufacturing efficiency,tsc,2024-12-16
PRE-OPR-5009-1.1,Precision Engineering,Production Management,Production Performance Management,Plan and manage resources to optimise production performance as well as manage production constraint and improve manufacturing efficiency,tsc,2024-12-16
PRE-OPR-3009-1.1,Precision Engineering,Production Management,Production Performance Management,Plan and manage resources to optimise production performance as well as manage production constraint and improve manufacturing efficiency,tsc,2024-12-16
PRE-OPR-4054-1.1,Precision Engineering,Production Management,Production Planning,Establish and implement strategic production planning and scheduling to meet production targets and cycle time indices,tsc,2024-12-16
PRE-OPR-3054-1.1,Precision Engineering,Production Management,Production Planning,Establish and implement strategic production planning and scheduling to meet production targets and cycle time indices,tsc,2024-12-16
PRE-OPR-5054-1.1,Precision Engineering,Production Management,Production Planning,Establish and implement strategic production planning and scheduling to meet production targets and cycle time indices,tsc,2024-12-16
PRE-OPR-4011-1.1,Precision Engineering,Production Management,Production Resource Management,Plan and control capacity and quality issues to meet organisational needs as well as schedule resources to synchronise production processes,tsc,2024-12-16
PRE-OPR-3011-1.1,Precision Engineering,Production Management,Production Resource Management,Plan and control capacity and quality issues to meet organisational needs as well as schedule resources to synchronise production processes,tsc,2024-12-16
PRE-OPR-5011-1.1,Precision Engineering,Production Management,Production Resource Management,Plan and control capacity and quality issues to meet organisational needs as well as schedule resources to synchronise production processes,tsc,2024-12-16
PRE-OPR-6011-1.1,Precision Engineering,Production Management,Production Resource Management,Plan and control capacity and quality issues to meet organisational needs as well as schedule resources to synchronise production processes,tsc,2024-12-16
PRE-PIN-2006-1.1,Precision Engineering,Productivity and Innovation,Continuous Process Improvement,"Apply continuous improvement processes to improve products, services or processes seeking incremental improvement over time or breakthrough improvement all at once",tsc,2024-12-16
PRE-PIN-1006-1.1,Precision Engineering,Productivity and Innovation,Continuous Process Improvement,"Apply continuous improvement processes to improve products, services or processes seeking incremental improvement over time or breakthrough improvement all at once",tsc,2024-12-16
PRE-PIN-5006-1.1,Precision Engineering,Productivity and Innovation,Continuous Process Improvement,"Apply continuous improvement processes to improve products, services or processes seeking incremental improvement over time or breakthrough improvement all at once",tsc,2024-12-16
PRE-PIN-4006-1.1,Precision Engineering,Productivity and Innovation,Continuous Process Improvement,"Apply continuous improvement processes to improve products, services or processes seeking incremental improvement over time or breakthrough improvement all at once",tsc,2024-12-16
PRE-PIN-3006-1.1,Precision Engineering,Productivity and Innovation,Continuous Process Improvement,"Apply continuous improvement processes to improve products, services or processes seeking incremental improvement over time or breakthrough improvement all at once",tsc,2024-12-16
PRE-BIN-5067-1.1,Precision Engineering,Productivity and Innovation,Innovation Management,"Manage organisation's ability to respond to internal and external opportunities by using creativity to introduce new ideas, processes and products",tsc,2024-12-16
PRE-BIN-4067-1.1,Precision Engineering,Productivity and Innovation,Innovation Management,"Manage organisation's ability to respond to internal and external opportunities by using creativity to introduce new ideas, processes and products",tsc,2024-12-16
PRE-BIN-3067-1.1,Precision Engineering,Productivity and Innovation,Innovation Management,"Manage organisation's ability to respond to internal and external opportunities by using creativity to introduce new ideas, processes and products",tsc,2024-12-16
PRE-BIN-6067-1.1,Precision Engineering,Productivity and Innovation,Innovation Management,"Manage organisation's ability to respond to internal and external opportunities by using creativity to introduce new ideas, processes and products",tsc,2024-12-16
PRE-QUA-3002-1.1,Precision Engineering,Quality Management,Failure Analysis,Examine the electrical and physical defects evidence to verify the causes of failure as well as identify the failure modes,tsc,2024-12-16
PRE-QUA-4002-1.1,Precision Engineering,Quality Management,Failure Analysis,Examine the electrical and physical defects evidence to verify the causes of failure as well as identify the failure modes,tsc,2024-12-16
PRE-QUA-5002-1.1,Precision Engineering,Quality Management,Failure Analysis,Examine the electrical and physical defects evidence to verify the causes of failure as well as identify the failure modes,tsc,2024-12-16
PRE-QUA-4006-1.1,Precision Engineering,Quality Management,Quality Process Control,Implement quality process controls to improve and stabilise production in order to avoid or minimise issues leading to defects,tsc,2024-12-16
PRE-QUA-3006-1.1,Precision Engineering,Quality Management,Quality Process Control,Implement quality process controls to improve and stabilise production in order to avoid or minimise issues leading to defects,tsc,2024-12-16
PRE-QUA-5006-1.1,Precision Engineering,Quality Management,Quality Process Control,Implement quality process controls to improve and stabilise production in order to avoid or minimise issues leading to defects,tsc,2024-12-16
PRE-QUA-4007-1.1,Precision Engineering,Quality Management,Quality System Management,Coordinate and direct the organisation's activities to meet customer and regulatory requirements as well as identify opportunities for improvement,tsc,2024-12-16
PRE-QUA-6007-1.1,Precision Engineering,Quality Management,Quality System Management,Coordinate and direct the organisation's activities to meet customer and regulatory requirements as well as identify opportunities for improvement,tsc,2024-12-16
PRE-QUA-2007-1.1,Precision Engineering,Quality Management,Quality System Management,Coordinate and direct the organisation's activities to meet customer and regulatory requirements as well as identify opportunities for improvement,tsc,2024-12-16
PRE-QUA-5007-1.1,Precision Engineering,Quality Management,Quality System Management,Coordinate and direct the organisation's activities to meet customer and regulatory requirements as well as identify opportunities for improvement,tsc,2024-12-16
PRE-QUA-3007-1.1,Precision Engineering,Quality Management,Quality System Management,Coordinate and direct the organisation's activities to meet customer and regulatory requirements as well as identify opportunities for improvement,tsc,2024-12-16
PRE-SYS-3001-1.1-1,Precision Engineering,Systems Integration,Embedded Systems Integration,Implement control systems to perform pre-defined tasks and also real-time monitoring for the real world,tsc,2024-12-16
PRE-SYS-2001-1.1-1,Precision Engineering,Systems Integration,Embedded Systems Integration,Implement control systems to perform pre-defined tasks and also real-time monitoring for the real world,tsc,2024-12-16
PRE-SYS-5001-1.1,Precision Engineering,Systems Integration,Embedded Systems Integration,Implement control systems to perform pre-defined tasks and also real-time monitoring for the real world,tsc,2024-12-16
PRE-SYS-4001-1.1,Precision Engineering,Systems Integration,Embedded Systems Integration,Implement control systems to perform pre-defined tasks and also real-time monitoring for the real world,tsc,2024-12-16
PRE-TEM-6005-1.1,Precision Engineering,Technology Road Mapping,Technology Road Mapping,Plan short-term and long-term goals with specific technology solutions to help meet those goals in order to make capital out of future market needs,tsc,2024-12-16
PRE-TEM-5005-1.1,Precision Engineering,Technology Road Mapping,Technology Road Mapping,Plan short-term and long-term goals with specific technology solutions to help meet those goals in order to make capital out of future market needs,tsc,2024-12-16
PRE-ENV-6001-1.1,Precision Engineering,Value Engineering,Carbon Footprint Management,Quantify and reduce the organisational carbon footprint,tsc,2024-12-16
PRE-ENV-4001-1.1,Precision Engineering,Value Engineering,Carbon Footprint Management,Quantify and reduce the organisational carbon footprint,tsc,2024-12-16
PRE-ENV-5001-1.1,Precision Engineering,Value Engineering,Carbon Footprint Management,Quantify and reduce the organisational carbon footprint,tsc,2024-12-16
PRE-OPR-4064-1.1,Precision Engineering,Value Engineering,Lean Manufacturing,"Apply concepts, tools and techniques of 'lean' manufacturing to improve efficiency in a manufacturing organisation",tsc,2024-12-16
PRE-OPR-6064-1.1,Precision Engineering,Value Engineering,Lean Manufacturing,"Apply concepts, tools and techniques of 'lean' manufacturing to improve efficiency in a manufacturing organisation",tsc,2024-12-16
PRE-OPR-3064-1.1,Precision Engineering,Value Engineering,Lean Manufacturing,"Apply concepts, tools and techniques of 'lean' manufacturing to improve efficiency in a manufacturing organisation",tsc,2024-12-16
PRE-OPR-5064-1.1,Precision Engineering,Value Engineering,Lean Manufacturing,"Apply concepts, tools and techniques of 'lean' manufacturing to improve efficiency in a manufacturing organisation",tsc,2024-12-16
PRE-OPR-4065-1.1,Precision Engineering,Value Engineering,Sustainable Manufacturing,Manage efficient use of energy and other utility resources to promote sustainable manufacturing operations,tsc,2024-12-16
PRE-OPR-6065-1.1,Precision Engineering,Value Engineering,Sustainable Manufacturing,Manage efficient use of energy and other utility resources to promote sustainable manufacturing operations,tsc,2024-12-16
PRE-OPR-3065-1.1,Precision Engineering,Value Engineering,Sustainable Manufacturing,Manage efficient use of energy and other utility resources to promote sustainable manufacturing operations,tsc,2024-12-16
PRE-OPR-5065-1.1,Precision Engineering,Value Engineering,Sustainable Manufacturing,Manage efficient use of energy and other utility resources to promote sustainable manufacturing operations,tsc,2024-12-16
PRE-VMA-3001-1.1,Precision Engineering,Value Engineering,Value Analysis,"Establish the organisational value stream, enhance value-add and reduce costs",tsc,2024-12-16
PRE-VMA-4001-1.1,Precision Engineering,Value Engineering,Value Analysis,"Establish the organisational value stream, enhance value-add and reduce costs",tsc,2024-12-16
PRE-VMA-6001-1.1,Precision Engineering,Value Engineering,Value Analysis,"Establish the organisational value stream, enhance value-add and reduce costs",tsc,2024-12-16
PRE-VMA-5001-1.1,Precision Engineering,Value Engineering,Value Analysis,"Establish the organisational value stream, enhance value-add and reduce costs",tsc,2024-12-16
PRE-WSH-3022-1.1-1,Precision Engineering,Workplace Safety and Health Management,Emergency Response Management,"Manage emergency response plans for the range of contingencies affecting work operations such as fire, explosion, power failure, chemical spillage, leakages, collapses, flooding, falling from height and other types of emergencies",tsc,2024-12-16
PRE-WSH-4022-1.1-1,Precision Engineering,Workplace Safety and Health Management,Emergency Response Management,"Manage emergency response plans for the range of contingencies affecting work operations such as fire, explosion, power failure, chemical spillage, leakages, collapses, flooding, falling from height and other types of emergencies",tsc,2024-12-16
PRE-WSH-2022-1.1-1,Precision Engineering,Workplace Safety and Health Management,Emergency Response Management,"Manage emergency response plans for the range of contingencies affecting work operations such as fire, explosion, power failure, chemical spillage, leakages, collapses, flooding, falling from height and other types of emergencies",tsc,2024-12-16
PRE-WSH-5022-1.1-1,Precision Engineering,Workplace Safety and Health Management,Emergency Response Management,"Manage emergency response plans for the range of contingencies affecting work operations such as fire, explosion, power failure, chemical spillage, leakages, collapses, flooding, falling from height and other types of emergencies",tsc,2024-12-16
PRE-WSH-3090-1.1,Precision Engineering,Workplace Safety and Health Management,Workplace Safety and Health Practice,Implement workplace safety and health practices in the manufacturing environment,tsc,2024-12-16
PRE-WSH-4090-1.1,Precision Engineering,Workplace Safety and Health Management,Workplace Safety and Health Practice,Implement workplace safety and health practices in the manufacturing environment,tsc,2024-12-16
PRE-WSH-2090-1.1,Precision Engineering,Workplace Safety and Health Management,Workplace Safety and Health Practice,Implement workplace safety and health practices in the manufacturing environment,tsc,2024-12-16
PRE-WSH-4016-1.1,Precision Engineering,Workplace Safety and Health Management,Workplace Safety and Health System Management,Ensure systematic process in the managing of Workplace Safety and Health-related activities in the workplace,tsc,2024-12-16
PRE-WSH-5016-1.1,Precision Engineering,Workplace Safety and Health Management,Workplace Safety and Health System Management,Ensure systematic process in the managing of Workplace Safety and Health-related activities in the workplace,tsc,2024-12-16
PRE-WSH-6016-1.1,Precision Engineering,Workplace Safety and Health Management,Workplace Safety and Health System Management,Ensure systematic process in the managing of Workplace Safety and Health-related activities in the workplace,tsc,2024-12-16
PTP-AMT-1001-1.1,Public Transport,Automotive Engineering,Bus Air-Conditioning Systems Maintenance,Implement preventive and corrective maintenance of bus air-conditioning systems,tsc,2024-12-16
PTP-AMT-3001-1.1,Public Transport,Automotive Engineering,Bus Air-Conditioning Systems Maintenance,Implement preventive and corrective maintenance of bus air-conditioning systems,tsc,2024-12-16
PTP-AMT-4001-1.1,Public Transport,Automotive Engineering,Bus Air-Conditioning Systems Maintenance,Implement preventive and corrective maintenance of bus air-conditioning systems,tsc,2024-12-16
PTP-AMT-2001-1.1,Public Transport,Automotive Engineering,Bus Air-Conditioning Systems Maintenance,Implement preventive and corrective maintenance of bus air-conditioning systems,tsc,2024-12-16
PTP-AMT-2002-1.1,Public Transport,Automotive Engineering,Bus Body Work Maintenance,Execute corrective and preventive maintenance of bus body work,tsc,2024-12-16
PTP-AMT-1002-1.1,Public Transport,Automotive Engineering,Bus Body Work Maintenance,Execute corrective and preventive maintenance of bus body work,tsc,2024-12-16
PTP-AMT-2003-1.1,Public Transport,Automotive Engineering,Bus Brake Systems Maintenance,Implement corrective and preventive maintenance of bus brake systems,tsc,2024-12-16
PTP-AMT-3003-1.1,Public Transport,Automotive Engineering,Bus Brake Systems Maintenance,Implement corrective and preventive maintenance of bus brake systems,tsc,2024-12-16
PTP-AMT-1003-1.1,Public Transport,Automotive Engineering,Bus Brake Systems Maintenance,Implement corrective and preventive maintenance of bus brake systems,tsc,2024-12-16
PTP-AMT-4003-1.1,Public Transport,Automotive Engineering,Bus Brake Systems Maintenance,Implement corrective and preventive maintenance of bus brake systems,tsc,2024-12-16
PTP-AMT-4004-1.1,Public Transport,Automotive Engineering,Bus Drivetrain Systems Maintenance,Implement corrective and preventive maintenance of bus drivetrain systems,tsc,2024-12-16
PTP-AMT-2004-1.1,Public Transport,Automotive Engineering,Bus Drivetrain Systems Maintenance,Implement corrective and preventive maintenance of bus drivetrain systems,tsc,2024-12-16
PTP-AMT-1004-1.1,Public Transport,Automotive Engineering,Bus Drivetrain Systems Maintenance,Implement corrective and preventive maintenance of bus drivetrain systems,tsc,2024-12-16
PTP-AMT-3004-1.1,Public Transport,Automotive Engineering,Bus Drivetrain Systems Maintenance,Implement corrective and preventive maintenance of bus drivetrain systems,tsc,2024-12-16
PTP-AMT-4005-1.1,Public Transport,Automotive Engineering,Bus Electrical and Electronic Systems Maintenance,Implement corrective and preventive maintenance of bus electrical and electronic systems,tsc,2024-12-16
PTP-AMT-2005-1.1,Public Transport,Automotive Engineering,Bus Electrical and Electronic Systems Maintenance,Implement corrective and preventive maintenance of bus electrical and electronic systems,tsc,2024-12-16
PTP-AMT-3005-1.1,Public Transport,Automotive Engineering,Bus Electrical and Electronic Systems Maintenance,Implement corrective and preventive maintenance of bus electrical and electronic systems,tsc,2024-12-16
PTP-AMT-1005-1.1,Public Transport,Automotive Engineering,Bus Electrical and Electronic Systems Maintenance,Implement corrective and preventive maintenance of bus electrical and electronic systems,tsc,2024-12-16
PTP-AMT-1006-1.1,Public Transport,Automotive Engineering,Bus Engine System Maintenance,Implement preventive and corrective maintenance of bus engine system,tsc,2024-12-16
PTP-AMT-2006-1.1,Public Transport,Automotive Engineering,Bus Engine System Maintenance,Implement preventive and corrective maintenance of bus engine system,tsc,2024-12-16
PTP-AMT-3006-1.1,Public Transport,Automotive Engineering,Bus Engine System Maintenance,Implement preventive and corrective maintenance of bus engine system,tsc,2024-12-16
PTP-AMT-4006-1.1,Public Transport,Automotive Engineering,Bus Engine System Maintenance,Implement preventive and corrective maintenance of bus engine system,tsc,2024-12-16
PTP-AMT-1007-1.1,Public Transport,Automotive Engineering,Bus Steering and Suspension Systems Maintenance,Implement corrective and preventive maintenance of bus steering and suspension systems,tsc,2024-12-16
PTP-AMT-2007-1.1,Public Transport,Automotive Engineering,Bus Steering and Suspension Systems Maintenance,Implement corrective and preventive maintenance of bus steering and suspension systems,tsc,2024-12-16
PTP-AMT-4007-1.1,Public Transport,Automotive Engineering,Bus Steering and Suspension Systems Maintenance,Implement corrective and preventive maintenance of bus steering and suspension systems,tsc,2024-12-16
PTP-AMT-3007-1.1,Public Transport,Automotive Engineering,Bus Steering and Suspension Systems Maintenance,Implement corrective and preventive maintenance of bus steering and suspension systems,tsc,2024-12-16
PTP-INT-0016-1.1,Public Transport,Automotive Maintenance,Electric Vehicle High Voltage Systems Maintenance,"Implement electric vehicle high voltage systems maintenance including preventive and corrective maintenance, formulate failure investigation procedures to diagnose root cause issues, manage rectification of systemic issues within a safe work environment and enhance the overall maintenance regime ",tsc,2025-05-29
PTP-ADV-0016-1.1,Public Transport,Automotive Maintenance,Electric Vehicle High Voltage Systems Maintenance,"Implement electric vehicle high voltage systems maintenance including preventive and corrective maintenance, formulate failure investigation procedures to diagnose root cause issues, manage rectification of systemic issues within a safe work environment and enhance the overall maintenance regime ",tsc,2025-05-29
PTP-BAS-0016-1.1,Public Transport,Automotive Maintenance,Electric Vehicle High Voltage Systems Maintenance,"Implement electric vehicle high voltage systems maintenance including preventive and corrective maintenance, formulate failure investigation procedures to diagnose root cause issues, manage rectification of systemic issues within a safe work environment and enhance the overall maintenance regime ",tsc,2025-05-29
PTP-INT-0017-1.1,Public Transport,Automotive Maintenance,Electric Vehicle Low Voltage Systems Maintenance,"Implement electric vehicle low voltage systems maintenance including preventive and corrective maintenance, diagnosis and rectification of systemic issues and improve the overall maintenance regime within a safe work environment",tsc,2025-05-29
PTP-ADV-0017-1.1,Public Transport,Automotive Maintenance,Electric Vehicle Low Voltage Systems Maintenance,"Implement electric vehicle low voltage systems maintenance including preventive and corrective maintenance, diagnosis and rectification of systemic issues and improve the overall maintenance regime within a safe work environment",tsc,2025-05-29
PTP-BAS-0017-1.1,Public Transport,Automotive Maintenance,Electric Vehicle Low Voltage Systems Maintenance,"Implement electric vehicle low voltage systems maintenance including preventive and corrective maintenance, diagnosis and rectification of systemic issues and improve the overall maintenance regime within a safe work environment",tsc,2025-05-29
PTP-ADV-0018-1.1,Public Transport,Automotive Maintenance,Electric Vehicle Propulsion Systems Maintenance,"Implement electric vehicle proplusion systems maintenance including preventive and corrective maintenance,  formulate failure investigation procedures to diagnose root cause issues, manage rectification of systemic issues within a safe work environment and enhance the overall maintenance regime ",tsc,2025-05-29
PTP-INT-0018-1.1,Public Transport,Automotive Maintenance,Electric Vehicle Propulsion Systems Maintenance,"Implement electric vehicle proplusion systems maintenance including preventive and corrective maintenance,  formulate failure investigation procedures to diagnose root cause issues, manage rectification of systemic issues within a safe work environment and enhance the overall maintenance regime ",tsc,2025-05-29
PTP-BAS-0018-1.1,Public Transport,Automotive Maintenance,Electric Vehicle Propulsion Systems Maintenance,"Implement electric vehicle proplusion systems maintenance including preventive and corrective maintenance,  formulate failure investigation procedures to diagnose root cause issues, manage rectification of systemic issues within a safe work environment and enhance the overall maintenance regime ",tsc,2025-05-29
PTP-BAS-0019-1.1,Public Transport,Automotive Maintenance,Electric Vehicle Traction Battery and Battery Management System Maintenance,"Implement electric vehicle traction battery and battery management system maintenance including preventive and corrective maintenance, diagnosis and rectification of systemic issues and improve the overall maintenance regime within a safe work environment",tsc,2025-05-29
PTP-INT-0019-1.1,Public Transport,Automotive Maintenance,Electric Vehicle Traction Battery and Battery Management System Maintenance,"Implement electric vehicle traction battery and battery management system maintenance including preventive and corrective maintenance, diagnosis and rectification of systemic issues and improve the overall maintenance regime within a safe work environment",tsc,2025-05-29
PTP-ADV-0019-1.1,Public Transport,Automotive Maintenance,Electric Vehicle Traction Battery and Battery Management System Maintenance,"Implement electric vehicle traction battery and battery management system maintenance including preventive and corrective maintenance, diagnosis and rectification of systemic issues and improve the overall maintenance regime within a safe work environment",tsc,2025-05-29
PTP-EVH-1001-1.1,Public Transport,Automotive Maintenance,Electric Vehicle and Hybrid Electric Vehicle Battery Management,Apply knowledge in electric vehicle and/or hybrid electric vehicle battery management and implement maintenance activities in a safe work environment,tsc,2024-12-16
PTP-EVH-1003-1.1,Public Transport,Automotive Maintenance,Electric Vehicle and Hybrid Electric Vehicle Maintenance Management,Apply knowledge of electric vehicle and hybrid electric vehicle to implement maintenance activities in a safe work environment,tsc,2024-12-16
PTP-EVH-1002-1.1,Public Transport,Automotive Maintenance,Electric Vehicle and/or Hybrid Electric Vehicle Charging Management,Apply knowledge of electric vehicle and/or hybrid vehicle charging and implement charging and maintenance activities in a safe work environment,tsc,2024-12-16
PTP-BOP-2001-1.1,Public Transport,Bus Operations,Bus Depot Operations,"Manage bus depot operations through activities for bus allocation and despatch, Bus Captain duty allocation, and facilities maintenance",tsc,2024-12-16
PTP-BOP-3001-1.1,Public Transport,Bus Operations,Bus Depot Operations,"Manage bus depot operations through activities for bus allocation and despatch, Bus Captain duty allocation, and facilities maintenance",tsc,2024-12-16
PTP-BOP-4001-1.1,Public Transport,Bus Operations,Bus Depot Operations,"Manage bus depot operations through activities for bus allocation and despatch, Bus Captain duty allocation, and facilities maintenance",tsc,2024-12-16
PTP-BOP-2002-1.1,Public Transport,Bus Operations,Bus Equipment and Systems Operation,Operate bus controls and on-board equipment,tsc,2024-12-16
PTP-BOP-2003-1.1,Public Transport,Bus Operations,Bus Fare Management,Operate bus fare collection equipment to collect bus fares and maintain bus fare policy,tsc,2024-12-16
PTP-BOP-3004-1.1,Public Transport,Bus Operations,Bus Garaging,"Restore buses through garaging activities at the depot, which include refuelling, conducting bus inspections, parking buses, and managing coin boxes, to ensure organisational standards and bus service regulatory requirements are met",tsc,2024-12-16
PTP-BOP-4004-1.1,Public Transport,Bus Operations,Bus Garaging,"Restore buses through garaging activities at the depot, which include refuelling, conducting bus inspections, parking buses, and managing coin boxes, to ensure organisational standards and bus service regulatory requirements are met",tsc,2024-12-16
PTP-BOP-2004-1.1,Public Transport,Bus Operations,Bus Garaging,"Restore buses through garaging activities at the depot, which include refuelling, conducting bus inspections, parking buses, and managing coin boxes, to ensure organisational standards and bus service regulatory requirements are met",tsc,2024-12-16
PTP-BOP-2005-1.1,Public Transport,Bus Operations,Bus Interchange Operations,"Manage bus interchange operations through activities for bus service frequency regulation, bus readiness checks, safety management and crowd control, traffic control, customer service, and facilities maintenance",tsc,2024-12-16
PTP-BOP-4005-1.1,Public Transport,Bus Operations,Bus Interchange Operations,"Manage bus interchange operations through activities for bus service frequency regulation, bus readiness checks, safety management and crowd control, traffic control, customer service, and facilities maintenance",tsc,2024-12-16
PTP-BOP-3005-1.1,Public Transport,Bus Operations,Bus Interchange Operations,"Manage bus interchange operations through activities for bus service frequency regulation, bus readiness checks, safety management and crowd control, traffic control, customer service, and facilities maintenance",tsc,2024-12-16
PTP-BOP-5006-1.1,Public Transport,Bus Operations,Bus Operations Control Management,Manage the operation of bus fleets according to designated service routes using real-time information obtained from bus fleet management systems,tsc,2024-12-16
PTP-BOP-4006-1.1,Public Transport,Bus Operations,Bus Operations Control Management,Manage the operation of bus fleets according to designated service routes using real-time information obtained from bus fleet management systems,tsc,2024-12-16
PTP-BOP-3006-1.1,Public Transport,Bus Operations,Bus Operations Control Management,Manage the operation of bus fleets according to designated service routes using real-time information obtained from bus fleet management systems,tsc,2024-12-16
PTP-BOP-3007-1.1,Public Transport,Bus Operations,Bus Service Route Operations Training and Development,Provide coaching to facilitate learning of bus service route operations,tsc,2024-12-16
PTP-BOP-2008-1.1,Public Transport,Bus Operations,Bus Vehicle Operations,Operate various bus vehicular types and models in accordance with regulatory and operational requirements,tsc,2024-12-16
PTP-FIN-4001-1.1,Public Transport,Business Management,Budgeting,"Prepare organisational budgets to support short- and long-term business plans through forecasting, allocation and financial policy setting",tsc,2024-12-16
PTP-FIN-6001-1.1,Public Transport,Business Management,Budgeting,"Prepare organisational budgets to support short- and long-term business plans through forecasting, allocation and financial policy setting",tsc,2024-12-16
PTP-FIN-3001-1.1,Public Transport,Business Management,Budgeting,"Prepare organisational budgets to support short- and long-term business plans through forecasting, allocation and financial policy setting",tsc,2024-12-16
PTP-FIN-5001-1.1,Public Transport,Business Management,Budgeting,"Prepare organisational budgets to support short- and long-term business plans through forecasting, allocation and financial policy setting",tsc,2024-12-16
PTP-RIM-5001-1.1,Public Transport,Business Management,Business Continuity Planning,Develop and implement business continuity plans for organisational preparedness of disruptive events,tsc,2024-12-16
PTP-RIM-3001-1.1,Public Transport,Business Management,Business Continuity Planning,Develop and implement business continuity plans for organisational preparedness of disruptive events,tsc,2024-12-16
PTP-RIM-6001-1.1,Public Transport,Business Management,Business Continuity Planning,Develop and implement business continuity plans for organisational preparedness of disruptive events,tsc,2024-12-16
PTP-RIM-4001-1.1,Public Transport,Business Management,Business Continuity Planning,Develop and implement business continuity plans for organisational preparedness of disruptive events,tsc,2024-12-16
PTP-BIN-5063-1.1,Public Transport,Business Management,Change Management,"Manage organisational change management systems to drive organisation success and outcomes by preparing, equipping and supporting adoption of change",tsc,2024-12-16
PTP-BIN-6063-1.1,Public Transport,Business Management,Change Management,"Manage organisational change management systems to drive organisation success and outcomes by preparing, equipping and supporting adoption of change",tsc,2024-12-16
PTP-BIN-4063-1.1,Public Transport,Business Management,Change Management,"Manage organisational change management systems to drive organisation success and outcomes by preparing, equipping and supporting adoption of change",tsc,2024-12-16
PTP-BIN-3063-1.1,Public Transport,Business Management,Change Management,"Manage organisational change management systems to drive organisation success and outcomes by preparing, equipping and supporting adoption of change",tsc,2024-12-16
PTP-BIN-3055-1.1-1,Public Transport,Business Management,Data and Statistical Analytics,Identify data sets for the application of statistical techniques to analyse and interpret large complex data to uncover trends or patterns in order to locate and define new process improvement opportunities,tsc,2024-12-16
PTP-BIN-1055-1.1-1,Public Transport,Business Management,Data and Statistical Analytics,Identify data sets for the application of statistical techniques to analyse and interpret large complex data to uncover trends or patterns in order to locate and define new process improvement opportunities,tsc,2024-12-16
PTP-BIN-5055-1.1,Public Transport,Business Management,Data and Statistical Analytics,Identify data sets for the application of statistical techniques to analyse and interpret large complex data to uncover trends or patterns in order to locate and define new process improvement opportunities,tsc,2024-12-16
PTP-BIN-6055-1.1,Public Transport,Business Management,Data and Statistical Analytics,Identify data sets for the application of statistical techniques to analyse and interpret large complex data to uncover trends or patterns in order to locate and define new process improvement opportunities,tsc,2024-12-16
PTP-BIN-4055-1.1,Public Transport,Business Management,Data and Statistical Analytics,Identify data sets for the application of statistical techniques to analyse and interpret large complex data to uncover trends or patterns in order to locate and define new process improvement opportunities,tsc,2024-12-16
PTP-BIN-2055-1.1-1,Public Transport,Business Management,Data and Statistical Analytics,Identify data sets for the application of statistical techniques to analyse and interpret large complex data to uncover trends or patterns in order to locate and define new process improvement opportunities,tsc,2024-12-16
PTP-PIN-1012-1.1,Public Transport,Business Management,Innovation Management,"Identify functional needs for innovation, establish systems and processes to cultivate an innovative culture that transforms ideas to realisation to enhance functional performance",tsc,2024-12-16
PTP-PIN-5012-1.1,Public Transport,Business Management,Innovation Management,"Identify functional needs for innovation, establish systems and processes to cultivate an innovative culture that transforms ideas to realisation to enhance functional performance",tsc,2024-12-16
PTP-PIN-2012-1.1,Public Transport,Business Management,Innovation Management,"Identify functional needs for innovation, establish systems and processes to cultivate an innovative culture that transforms ideas to realisation to enhance functional performance",tsc,2024-12-16
PTP-PIN-4012-1.1,Public Transport,Business Management,Innovation Management,"Identify functional needs for innovation, establish systems and processes to cultivate an innovative culture that transforms ideas to realisation to enhance functional performance",tsc,2024-12-16
PTP-PIN-6012-1.1,Public Transport,Business Management,Innovation Management,"Identify functional needs for innovation, establish systems and processes to cultivate an innovative culture that transforms ideas to realisation to enhance functional performance",tsc,2024-12-16
